dataset,val_uid,analysis_split,arm,level,requested_similarity,source_uid,similarity
aqua,aqua-validation-000218,calibration,retrieved,target_0.50,0.5,aqua-train-078811,0.5000240802764893
aqua,aqua-validation-000218,calibration,retrieved,target_0.70,0.7,aqua-train-043599,0.6999216675758362
aqua,aqua-validation-000218,calibration,retrieved,top,,aqua-train-025328,0.7531204223632812
aqua,aqua-validation-000218,calibration,placebo,placebo,,aqua-train-007443,0.045157529413700104
aqua,aqua-validation-000219,test,retrieved,target_0.30,0.3,aqua-train-076581,0.3000016212463379
aqua,aqua-validation-000219,test,retrieved,target_0.50,0.5,aqua-train-013524,0.5000137686729431
aqua,aqua-validation-000219,test,retrieved,target_0.70,0.7,aqua-train-095277,0.6905953288078308
aqua,aqua-validation-000219,test,retrieved,top,,aqua-train-005115,0.9153162837028503
aqua,aqua-validation-000219,test,placebo,placebo,,aqua-train-093100,0.1606857031583786
aqua,aqua-validation-000220,calibration,retrieved,target_0.30,0.3,aqua-train-078495,0.2999887466430664
aqua,aqua-validation-000220,calibration,retrieved,target_0.50,0.5,aqua-train-042763,0.49999505281448364
aqua,aqua-validation-000220,calibration,retrieved,target_0.70,0.7,aqua-train-056113,0.6083676218986511
aqua,aqua-validation-000220,calibration,retrieved,top,,aqua-train-020783,0.6957066059112549
aqua,aqua-validation-000220,calibration,placebo,placebo,,aqua-train-075727,0.05758904293179512
aqua,aqua-validation-000221,calibration,retrieved,target_0.30,0.3,aqua-train-076135,0.30000197887420654
aqua,aqua-validation-000221,calibration,retrieved,target_0.50,0.5,aqua-train-019112,0.49998539686203003
aqua,aqua-validation-000221,calibration,retrieved,target_0.70,0.7,aqua-train-014305,0.6694656014442444
aqua,aqua-validation-000221,calibration,retrieved,top,,aqua-train-056828,0.6794285178184509
aqua,aqua-validation-000221,calibration,placebo,placebo,,aqua-train-074251,0.23119238018989563
aqua,aqua-validation-000222,test,retrieved,target_0.30,0.3,aqua-train-092144,0.29999977350234985
aqua,aqua-validation-000222,test,retrieved,target_0.50,0.5,aqua-train-060556,0.5000178813934326
aqua,aqua-validation-000222,test,retrieved,target_0.70,0.7,aqua-train-051107,0.7000496983528137
aqua,aqua-validation-000222,test,retrieved,top,,aqua-train-002416,0.8428251147270203
aqua,aqua-validation-000222,test,placebo,placebo,,aqua-train-028628,0.13751552999019623
aqua,aqua-validation-000223,test,retrieved,target_0.30,0.3,aqua-train-049164,0.29999840259552
aqua,aqua-validation-000223,test,retrieved,target_0.50,0.5,aqua-train-002309,0.4999997913837433
aqua,aqua-validation-000223,test,retrieved,target_0.70,0.7,aqua-train-086054,0.6999699473381042
aqua,aqua-validation-000223,test,retrieved,top,,aqua-train-017025,0.9372918009757996
aqua,aqua-validation-000223,test,placebo,placebo,,aqua-train-050513,0.1669773906469345
aqua,aqua-validation-000224,calibration,retrieved,target_0.30,0.3,aqua-train-000901,0.2999994456768036
aqua,aqua-validation-000224,calibration,retrieved,target_0.50,0.5,aqua-train-090590,0.49999698996543884
aqua,aqua-validation-000224,calibration,retrieved,target_0.70,0.7,aqua-train-012707,0.691653311252594
aqua,aqua-validation-000224,calibration,retrieved,top,,aqua-train-011547,0.6953455805778503
aqua,aqua-validation-000224,calibration,placebo,placebo,,aqua-train-012825,0.2140590101480484
aqua,aqua-validation-000225,test,retrieved,target_0.30,0.3,aqua-train-075860,0.3000001013278961
aqua,aqua-validation-000225,test,retrieved,target_0.50,0.5,aqua-train-011363,0.49998754262924194
aqua,aqua-validation-000225,test,retrieved,target_0.70,0.7,aqua-train-012425,0.7026116847991943
aqua,aqua-validation-000225,test,retrieved,top,,aqua-train-094099,0.9955002665519714
aqua,aqua-validation-000225,test,placebo,placebo,,aqua-train-019905,0.11929820477962494
aqua,aqua-validation-000226,calibration,retrieved,target_0.30,0.3,aqua-train-008454,0.29999905824661255
aqua,aqua-validation-000226,calibration,retrieved,target_0.50,0.5,aqua-train-003767,0.5000439286231995
aqua,aqua-validation-000226,calibration,retrieved,target_0.70,0.7,aqua-train-001656,0.7031044363975525
aqua,aqua-validation-000226,calibration,retrieved,top,,aqua-train-071569,0.9401423931121826
aqua,aqua-validation-000226,calibration,placebo,placebo,,aqua-train-084026,0.1780230700969696
aqua,aqua-validation-000227,calibration,retrieved,target_0.30,0.3,aqua-train-016603,0.30000022053718567
aqua,aqua-validation-000227,calibration,retrieved,target_0.50,0.5,aqua-train-017639,0.5000115036964417
aqua,aqua-validation-000227,calibration,retrieved,target_0.70,0.7,aqua-train-001463,0.7002472281455994
aqua,aqua-validation-000227,calibration,retrieved,top,,aqua-train-064588,0.8040459752082825
aqua,aqua-validation-000227,calibration,placebo,placebo,,aqua-train-009497,0.13116098940372467
aqua,aqua-validation-000228,calibration,retrieved,target_0.30,0.3,aqua-train-072824,0.30000048875808716
aqua,aqua-validation-000228,calibration,retrieved,target_0.50,0.5,aqua-train-079580,0.5004149675369263
aqua,aqua-validation-000228,calibration,retrieved,target_0.70,0.7,aqua-train-008835,0.6160479187965393
aqua,aqua-validation-000228,calibration,retrieved,top,,aqua-train-061900,0.6296712756156921
aqua,aqua-validation-000228,calibration,placebo,placebo,,aqua-train-045839,0.11190316826105118
aqua,aqua-validation-000229,calibration,retrieved,target_0.30,0.3,aqua-train-051166,0.2999974191188812
aqua,aqua-validation-000229,calibration,retrieved,target_0.50,0.5,aqua-train-055026,0.5000954866409302
aqua,aqua-validation-000229,calibration,retrieved,target_0.70,0.7,aqua-train-030200,0.5718280673027039
aqua,aqua-validation-000229,calibration,retrieved,top,,aqua-train-037340,0.5860914587974548
aqua,aqua-validation-000229,calibration,placebo,placebo,,aqua-train-027622,0.11713413894176483
aqua,aqua-validation-000230,test,retrieved,target_0.30,0.3,aqua-train-082235,0.30000039935112
aqua,aqua-validation-000230,test,retrieved,target_0.50,0.5,aqua-train-035412,0.4999988079071045
aqua,aqua-validation-000230,test,retrieved,target_0.70,0.7,aqua-train-011174,0.6988390684127808
aqua,aqua-validation-000230,test,retrieved,top,,aqua-train-064661,0.7328233122825623
aqua,aqua-validation-000230,test,placebo,placebo,,aqua-train-012176,0.20861464738845825
aqua,aqua-validation-000231,calibration,retrieved,target_0.30,0.3,aqua-train-082296,0.29999712109565735
aqua,aqua-validation-000231,calibration,retrieved,target_0.50,0.5,aqua-train-077015,0.500004768371582
aqua,aqua-validation-000231,calibration,retrieved,target_0.70,0.7,aqua-train-050619,0.6995000243186951
aqua,aqua-validation-000231,calibration,retrieved,top,,aqua-train-046117,0.7530171275138855
aqua,aqua-validation-000231,calibration,placebo,placebo,,aqua-train-041210,0.19061872363090515
aqua,aqua-validation-000232,calibration,retrieved,target_0.30,0.3,aqua-train-096171,0.30000096559524536
aqua,aqua-validation-000232,calibration,retrieved,target_0.50,0.5,aqua-train-011407,0.5000095367431641
aqua,aqua-validation-000232,calibration,retrieved,target_0.70,0.7,aqua-train-088075,0.7000569701194763
aqua,aqua-validation-000232,calibration,retrieved,top,,aqua-train-051695,0.7714608907699585
aqua,aqua-validation-000232,calibration,placebo,placebo,,aqua-train-008874,0.12758611142635345
aqua,aqua-validation-000233,test,retrieved,target_0.30,0.3,aqua-train-018813,0.300001323223114
aqua,aqua-validation-000233,test,retrieved,target_0.50,0.5,aqua-train-070972,0.4999829828739166
aqua,aqua-validation-000233,test,retrieved,target_0.70,0.7,aqua-train-049539,0.6161414384841919
aqua,aqua-validation-000233,test,retrieved,top,,aqua-train-003080,0.6170869469642639
aqua,aqua-validation-000233,test,placebo,placebo,,aqua-train-064003,0.11835196614265442
aqua,aqua-validation-000234,calibration,retrieved,target_0.30,0.3,aqua-train-015491,0.3000030815601349
aqua,aqua-validation-000234,calibration,retrieved,target_0.50,0.5,aqua-train-045097,0.4999995529651642
aqua,aqua-validation-000234,calibration,retrieved,target_0.70,0.7,aqua-train-090661,0.6997615098953247
aqua,aqua-validation-000234,calibration,retrieved,top,,aqua-train-012622,0.7878907918930054
aqua,aqua-validation-000234,calibration,placebo,placebo,,aqua-train-042140,0.10155436396598816
aqua,aqua-validation-000235,calibration,retrieved,target_0.30,0.3,aqua-train-039916,0.30000659823417664
aqua,aqua-validation-000235,calibration,retrieved,target_0.50,0.5,aqua-train-010968,0.5010878443717957
aqua,aqua-validation-000235,calibration,retrieved,target_0.70,0.7,aqua-train-075850,0.7014363408088684
aqua,aqua-validation-000235,calibration,retrieved,top,,aqua-train-017194,0.7406432032585144
aqua,aqua-validation-000235,calibration,placebo,placebo,,aqua-train-045099,0.08968491852283478
aqua,aqua-validation-000236,calibration,retrieved,target_0.30,0.3,aqua-train-043807,0.3000051975250244
aqua,aqua-validation-000236,calibration,retrieved,target_0.50,0.5,aqua-train-038342,0.5000881552696228
aqua,aqua-validation-000236,calibration,retrieved,target_0.70,0.7,aqua-train-045615,0.5916582942008972
aqua,aqua-validation-000236,calibration,retrieved,top,,aqua-train-018608,0.5920949578285217
aqua,aqua-validation-000236,calibration,placebo,placebo,,aqua-train-075263,0.14369070529937744
aqua,aqua-validation-000237,calibration,retrieved,target_0.30,0.3,aqua-train-020871,0.29999908804893494
aqua,aqua-validation-000237,calibration,retrieved,target_0.50,0.5,aqua-train-035576,0.49991121888160706
aqua,aqua-validation-000237,calibration,retrieved,target_0.70,0.7,aqua-train-095730,0.6089988946914673
aqua,aqua-validation-000237,calibration,retrieved,top,,aqua-train-094086,0.60976243019104
aqua,aqua-validation-000237,calibration,placebo,placebo,,aqua-train-078217,0.12153163552284241
aqua,aqua-validation-000238,calibration,retrieved,target_0.30,0.3,aqua-train-025124,0.2999994456768036
aqua,aqua-validation-000238,calibration,retrieved,target_0.50,0.5,aqua-train-036015,0.5001183748245239
aqua,aqua-validation-000238,calibration,retrieved,target_0.70,0.7,aqua-train-054511,0.7108726501464844
aqua,aqua-validation-000238,calibration,retrieved,top,,aqua-train-083668,0.7410105466842651
aqua,aqua-validation-000238,calibration,placebo,placebo,,aqua-train-085751,0.1452510505914688
aqua,aqua-validation-000239,test,retrieved,target_0.30,0.3,aqua-train-047540,0.29999831318855286
aqua,aqua-validation-000239,test,retrieved,target_0.50,0.5,aqua-train-020795,0.49999043345451355
aqua,aqua-validation-000239,test,retrieved,target_0.70,0.7,aqua-train-013411,0.6682859063148499
aqua,aqua-validation-000239,test,retrieved,top,,aqua-train-094841,0.6698148250579834
aqua,aqua-validation-000239,test,placebo,placebo,,aqua-train-041237,0.19228918850421906
aqua,aqua-validation-000240,calibration,retrieved,target_0.30,0.3,aqua-train-073714,0.2999979257583618
aqua,aqua-validation-000240,calibration,retrieved,target_0.50,0.5,aqua-train-076036,0.5000070333480835
aqua,aqua-validation-000240,calibration,retrieved,target_0.70,0.7,aqua-train-092048,0.6610229015350342
aqua,aqua-validation-000240,calibration,retrieved,top,,aqua-train-072294,0.9962257146835327
aqua,aqua-validation-000240,calibration,placebo,placebo,,aqua-train-045907,0.1771346926689148
aqua,aqua-validation-000241,test,retrieved,target_0.30,0.3,aqua-train-004861,0.3000031113624573
aqua,aqua-validation-000241,test,retrieved,target_0.50,0.5,aqua-train-022816,0.499991774559021
aqua,aqua-validation-000241,test,retrieved,target_0.70,0.7,aqua-train-074271,0.6206573247909546
aqua,aqua-validation-000241,test,retrieved,top,,aqua-train-032840,0.9506635069847107
aqua,aqua-validation-000241,test,placebo,placebo,,aqua-train-026567,0.13878919184207916
aqua,aqua-validation-000242,calibration,retrieved,target_0.30,0.3,aqua-train-093741,0.300001323223114
aqua,aqua-validation-000242,calibration,retrieved,target_0.50,0.5,aqua-train-030728,0.4998754560947418
aqua,aqua-validation-000242,calibration,retrieved,target_0.70,0.7,aqua-train-061638,0.6998740434646606
aqua,aqua-validation-000242,calibration,retrieved,top,,aqua-train-042470,0.9326421618461609
aqua,aqua-validation-000242,calibration,placebo,placebo,,aqua-train-066135,0.10587253421545029
aqua,aqua-validation-000243,test,retrieved,target_0.30,0.3,aqua-train-003799,0.2999977767467499
aqua,aqua-validation-000243,test,retrieved,target_0.50,0.5,aqua-train-079081,0.4999905526638031
aqua,aqua-validation-000243,test,retrieved,target_0.70,0.7,aqua-train-095615,0.6102119088172913
aqua,aqua-validation-000243,test,retrieved,top,,aqua-train-005664,0.6318596005439758
aqua,aqua-validation-000243,test,placebo,placebo,,aqua-train-010586,0.169101744890213
aqua,aqua-validation-000244,calibration,retrieved,target_0.30,0.3,aqua-train-071546,0.3000013530254364
aqua,aqua-validation-000244,calibration,retrieved,target_0.50,0.5,aqua-train-083684,0.5000041127204895
aqua,aqua-validation-000244,calibration,retrieved,target_0.70,0.7,aqua-train-089399,0.700221598148346
aqua,aqua-validation-000244,calibration,retrieved,top,,aqua-train-002610,0.824441134929657
aqua,aqua-validation-000244,calibration,placebo,placebo,,aqua-train-024833,0.2388092279434204
aqua,aqua-validation-000245,test,retrieved,target_0.30,0.3,aqua-train-077114,0.299999475479126
aqua,aqua-validation-000245,test,retrieved,target_0.50,0.5,aqua-train-080352,0.4999679625034332
aqua,aqua-validation-000245,test,retrieved,target_0.70,0.7,aqua-train-077563,0.6996076107025146
aqua,aqua-validation-000245,test,retrieved,top,,aqua-train-000286,0.8184726238250732
aqua,aqua-validation-000245,test,placebo,placebo,,aqua-train-037257,0.1963597685098648
aqua,aqua-validation-000246,calibration,retrieved,target_0.30,0.3,aqua-train-083733,0.30000168085098267
aqua,aqua-validation-000246,calibration,retrieved,target_0.50,0.5,aqua-train-004145,0.49999603629112244
aqua,aqua-validation-000246,calibration,retrieved,target_0.70,0.7,aqua-train-027811,0.699971079826355
aqua,aqua-validation-000246,calibration,retrieved,top,,aqua-train-076546,0.8723416924476624
aqua,aqua-validation-000246,calibration,placebo,placebo,,aqua-train-037024,0.06692275404930115
aqua,aqua-validation-000247,calibration,retrieved,target_0.30,0.3,aqua-train-089552,0.29999813437461853
aqua,aqua-validation-000247,calibration,retrieved,target_0.50,0.5,aqua-train-004116,0.5000038146972656
aqua,aqua-validation-000247,calibration,retrieved,target_0.70,0.7,aqua-train-021758,0.6321443915367126
aqua,aqua-validation-000247,calibration,retrieved,top,,aqua-train-054165,0.6365007758140564
aqua,aqua-validation-000247,calibration,placebo,placebo,,aqua-train-093168,0.20699574053287506
aqua,aqua-validation-000248,test,retrieved,target_0.30,0.3,aqua-train-084433,0.29999202489852905
aqua,aqua-validation-000248,test,retrieved,target_0.50,0.5,aqua-train-068682,0.49994096159935
aqua,aqua-validation-000248,test,retrieved,target_0.70,0.7,aqua-train-083873,0.6381007432937622
aqua,aqua-validation-000248,test,retrieved,top,,aqua-train-034498,0.9990541934967041
aqua,aqua-validation-000248,test,placebo,placebo,,aqua-train-068254,0.01105536613613367
aqua,aqua-validation-000249,calibration,retrieved,target_0.30,0.3,aqua-train-057903,0.3000030517578125
aqua,aqua-validation-000249,calibration,retrieved,target_0.50,0.5,aqua-train-003615,0.49997591972351074
aqua,aqua-validation-000249,calibration,retrieved,target_0.70,0.7,aqua-train-084825,0.6833682656288147
aqua,aqua-validation-000249,calibration,retrieved,top,,aqua-train-052737,0.9765483736991882
aqua,aqua-validation-000249,calibration,placebo,placebo,,aqua-train-014613,0.22640161216259003
aqua,aqua-validation-000250,calibration,retrieved,target_0.30,0.3,aqua-train-065711,0.29999980330467224
aqua,aqua-validation-000250,calibration,retrieved,target_0.50,0.5,aqua-train-004201,0.500045895576477
aqua,aqua-validation-000250,calibration,retrieved,target_0.70,0.7,aqua-train-064638,0.6974942684173584
aqua,aqua-validation-000250,calibration,retrieved,top,,aqua-train-029438,0.7567302584648132
aqua,aqua-validation-000250,calibration,placebo,placebo,,aqua-train-082101,0.14666476845741272
aqua,aqua-validation-000251,calibration,retrieved,target_0.30,0.3,aqua-train-058070,0.2999991178512573
aqua,aqua-validation-000251,calibration,retrieved,target_0.50,0.5,aqua-train-012460,0.4999951422214508
aqua,aqua-validation-000251,calibration,retrieved,target_0.70,0.7,aqua-train-001407,0.6987940073013306
aqua,aqua-validation-000251,calibration,retrieved,top,,aqua-train-075420,0.738901674747467
aqua,aqua-validation-000251,calibration,placebo,placebo,,aqua-train-001063,0.19610905647277832
aqua,aqua-validation-000252,calibration,retrieved,target_0.30,0.3,aqua-train-089128,0.30000436305999756
aqua,aqua-validation-000252,calibration,retrieved,target_0.50,0.5,aqua-train-085906,0.5001054406166077
aqua,aqua-validation-000252,calibration,retrieved,target_0.70,0.7,aqua-train-030485,0.6965950131416321
aqua,aqua-validation-000252,calibration,retrieved,top,,aqua-train-020414,0.9214526414871216
aqua,aqua-validation-000252,calibration,placebo,placebo,,aqua-train-026779,0.15977483987808228
aqua,aqua-validation-000253,calibration,retrieved,target_0.30,0.3,aqua-train-047762,0.30000177025794983
aqua,aqua-validation-000253,calibration,retrieved,target_0.50,0.5,aqua-train-054181,0.49999651312828064
aqua,aqua-validation-000253,calibration,retrieved,target_0.70,0.7,aqua-train-030861,0.7001839876174927
aqua,aqua-validation-000253,calibration,retrieved,top,,aqua-train-062205,0.9749982357025146
aqua,aqua-validation-000253,calibration,placebo,placebo,,aqua-train-029142,0.2243320494890213
arc,arc-validation-000000,test,retrieved,target_0.30,0.3,arc-train-000326,0.2988470196723938
arc,arc-validation-000000,test,retrieved,target_0.50,0.5,arc-train-000466,0.4986691474914551
arc,arc-validation-000000,test,retrieved,target_0.70,0.7,arc-train-000298,0.5170544385910034
arc,arc-validation-000000,test,retrieved,top,,arc-train-000196,0.5309422612190247
arc,arc-validation-000000,test,placebo,placebo,,arc-train-001099,-0.0005652036052197218
arc,arc-validation-000001,calibration,retrieved,target_0.30,0.3,arc-train-000316,0.2994917333126068
arc,arc-validation-000001,calibration,retrieved,target_0.50,0.5,arc-train-000364,0.49373430013656616
arc,arc-validation-000001,calibration,retrieved,target_0.70,0.7,arc-train-000433,0.48322251439094543
arc,arc-validation-000001,calibration,retrieved,top,,arc-train-000594,0.5167991518974304
arc,arc-validation-000001,calibration,placebo,placebo,,arc-train-000360,0.00022407490178011358
arc,arc-validation-000002,calibration,retrieved,target_0.30,0.3,arc-train-000213,0.30006545782089233
arc,arc-validation-000002,calibration,retrieved,target_0.50,0.5,arc-train-000341,0.5021565556526184
arc,arc-validation-000002,calibration,retrieved,target_0.70,0.7,arc-train-000027,0.6004857420921326
arc,arc-validation-000002,calibration,retrieved,top,,arc-train-000085,0.6221959590911865
arc,arc-validation-000002,calibration,placebo,placebo,,arc-train-000216,0.042768992483615875
arc,arc-validation-000003,calibration,retrieved,target_0.30,0.3,arc-train-000566,0.2997201681137085
arc,arc-validation-000003,calibration,retrieved,target_0.50,0.5,arc-train-000663,0.4996597468852997
arc,arc-validation-000003,calibration,retrieved,target_0.70,0.7,arc-train-000692,0.6640336513519287
arc,arc-validation-000003,calibration,retrieved,top,,arc-train-000999,0.6874146461486816
arc,arc-validation-000003,calibration,placebo,placebo,,arc-train-000196,0.039719875901937485
arc,arc-validation-000004,test,retrieved,target_0.30,0.3,arc-train-000104,0.2993764281272888
arc,arc-validation-000004,test,retrieved,target_0.50,0.5,arc-train-001051,0.4757455587387085
arc,arc-validation-000004,test,retrieved,target_0.70,0.7,arc-train-000314,0.4722340404987335
arc,arc-validation-000004,test,retrieved,top,,arc-train-001009,0.48831358551979065
arc,arc-validation-000004,test,placebo,placebo,,arc-train-000636,-0.030319929122924805
arc,arc-validation-000005,test,retrieved,target_0.30,0.3,arc-train-000239,0.3000781238079071
arc,arc-validation-000005,test,retrieved,target_0.50,0.5,arc-train-000553,0.500046968460083
arc,arc-validation-000005,test,retrieved,target_0.70,0.7,arc-train-000546,0.5526300072669983
arc,arc-validation-000005,test,retrieved,top,,arc-train-000008,0.5819063782691956
arc,arc-validation-000005,test,placebo,placebo,,arc-train-000185,-0.013786635361611843
arc,arc-validation-000006,test,retrieved,target_0.30,0.3,arc-train-000051,0.3000980615615845
arc,arc-validation-000006,test,retrieved,target_0.50,0.5,arc-train-000781,0.47308865189552307
arc,arc-validation-000006,test,retrieved,target_0.70,0.7,arc-train-000312,0.4722074568271637
arc,arc-validation-000006,test,retrieved,top,,arc-train-000805,0.4879564046859741
arc,arc-validation-000006,test,placebo,placebo,,arc-train-000901,0.03478502109646797
arc,arc-validation-000007,test,retrieved,target_0.30,0.3,arc-train-000793,0.3004741966724396
arc,arc-validation-000007,test,retrieved,target_0.50,0.5,arc-train-001027,0.5034530758857727
arc,arc-validation-000007,test,retrieved,target_0.70,0.7,arc-train-000685,0.6002185940742493
arc,arc-validation-000007,test,retrieved,top,,arc-train-000339,0.6415398716926575
arc,arc-validation-000007,test,placebo,placebo,,arc-train-000862,0.09014695882797241
arc,arc-validation-000008,calibration,retrieved,target_0.30,0.3,arc-train-000476,0.30053791403770447
arc,arc-validation-000008,calibration,retrieved,target_0.50,0.5,arc-train-000751,0.4935154914855957
arc,arc-validation-000008,calibration,retrieved,target_0.70,0.7,arc-train-000746,0.5320299863815308
arc,arc-validation-000008,calibration,retrieved,top,,arc-train-000881,0.5517229437828064
arc,arc-validation-000008,calibration,placebo,placebo,,arc-train-000266,0.03398798033595085
arc,arc-validation-000009,calibration,retrieved,target_0.30,0.3,arc-train-000294,0.29893258213996887
arc,arc-validation-000009,calibration,retrieved,target_0.50,0.5,arc-train-000462,0.42735353112220764
arc,arc-validation-000009,calibration,retrieved,target_0.70,0.7,arc-train-000057,0.42258980870246887
arc,arc-validation-000009,calibration,retrieved,top,,arc-train-000520,0.466540664434433
arc,arc-validation-000009,calibration,placebo,placebo,,arc-train-000158,0.022227786481380463
arc,arc-validation-000010,calibration,retrieved,target_0.30,0.3,arc-train-000922,0.3000648319721222
arc,arc-validation-000010,calibration,retrieved,target_0.50,0.5,arc-train-000216,0.4997424781322479
arc,arc-validation-000010,calibration,retrieved,target_0.70,0.7,arc-train-001017,0.6103318929672241
arc,arc-validation-000010,calibration,retrieved,top,,arc-train-000494,0.6169487833976746
arc,arc-validation-000010,calibration,placebo,placebo,,arc-train-000242,0.1000482589006424
arc,arc-validation-000011,calibration,retrieved,target_0.30,0.3,arc-train-000302,0.3007926940917969
arc,arc-validation-000011,calibration,retrieved,target_0.50,0.5,arc-train-000139,0.37280747294425964
arc,arc-validation-000011,calibration,retrieved,target_0.70,0.7,arc-train-000453,0.3713934123516083
arc,arc-validation-000011,calibration,retrieved,top,,arc-train-000666,0.377966046333313
arc,arc-validation-000011,calibration,placebo,placebo,,arc-train-000452,-0.017739122733473778
arc,arc-validation-000012,test,retrieved,target_0.30,0.3,arc-train-001069,0.29951542615890503
arc,arc-validation-000012,test,retrieved,target_0.50,0.5,arc-train-000751,0.49721017479896545
arc,arc-validation-000012,test,retrieved,target_0.70,0.7,arc-train-000910,0.5461738705635071
arc,arc-validation-000012,test,retrieved,top,,arc-train-000130,0.5686623454093933
arc,arc-validation-000012,test,placebo,placebo,,arc-train-000464,0.04943208396434784
arc,arc-validation-000013,calibration,retrieved,target_0.30,0.3,arc-train-000015,0.29965296387672424
arc,arc-validation-000013,calibration,retrieved,target_0.50,0.5,arc-train-001114,0.49987655878067017
arc,arc-validation-000013,calibration,retrieved,target_0.70,0.7,arc-train-000896,0.6619704365730286
arc,arc-validation-000013,calibration,retrieved,top,,arc-train-000090,0.7111759781837463
arc,arc-validation-000013,calibration,placebo,placebo,,arc-train-000195,-0.057977546006441116
arc,arc-validation-000014,test,retrieved,target_0.30,0.3,arc-train-000714,0.299872487783432
arc,arc-validation-000014,test,retrieved,target_0.50,0.5,arc-train-000914,0.5066564679145813
arc,arc-validation-000014,test,retrieved,target_0.70,0.7,arc-train-000738,0.5993373990058899
arc,arc-validation-000014,test,retrieved,top,,arc-train-000451,0.6971490979194641
arc,arc-validation-000014,test,placebo,placebo,,arc-train-000750,-0.023128163069486618
arc,arc-validation-000015,calibration,retrieved,target_0.30,0.3,arc-train-000149,0.29976311326026917
arc,arc-validation-000015,calibration,retrieved,target_0.50,0.5,arc-train-000638,0.5007719993591309
arc,arc-validation-000015,calibration,retrieved,target_0.70,0.7,arc-train-000127,0.5508230924606323
arc,arc-validation-000015,calibration,retrieved,top,,arc-train-000910,0.5599034428596497
arc,arc-validation-000015,calibration,placebo,placebo,,arc-train-000094,0.06399308890104294
arc,arc-validation-000016,test,retrieved,target_0.30,0.3,arc-train-000133,0.2999210059642792
arc,arc-validation-000016,test,retrieved,target_0.50,0.5,arc-train-000276,0.5056718587875366
arc,arc-validation-000016,test,retrieved,target_0.70,0.7,arc-train-001088,0.6082540154457092
arc,arc-validation-000016,test,retrieved,top,,arc-train-000644,0.6223282814025879
arc,arc-validation-000016,test,placebo,placebo,,arc-train-000094,0.08735090494155884
arc,arc-validation-000017,calibration,retrieved,target_0.30,0.3,arc-train-000342,0.3000018894672394
arc,arc-validation-000017,calibration,retrieved,target_0.50,0.5,arc-train-000208,0.5028882026672363
arc,arc-validation-000017,calibration,retrieved,target_0.70,0.7,arc-train-001049,0.5219751000404358
arc,arc-validation-000017,calibration,retrieved,top,,arc-train-000074,0.5270117521286011
arc,arc-validation-000017,calibration,placebo,placebo,,arc-train-000331,0.006298556458204985
arc,arc-validation-000018,test,retrieved,target_0.30,0.3,arc-train-000834,0.2995554804801941
arc,arc-validation-000018,test,retrieved,target_0.50,0.5,arc-train-000219,0.5040602087974548
arc,arc-validation-000018,test,retrieved,target_0.70,0.7,arc-train-000775,0.45245033502578735
arc,arc-validation-000018,test,retrieved,top,,arc-train-000723,0.5448009371757507
arc,arc-validation-000018,test,placebo,placebo,,arc-train-000531,0.03354405239224434
arc,arc-validation-000019,test,retrieved,target_0.30,0.3,arc-train-000057,0.30118969082832336
arc,arc-validation-000019,test,retrieved,target_0.50,0.5,arc-train-000948,0.5032169222831726
arc,arc-validation-000019,test,retrieved,target_0.70,0.7,arc-train-000950,0.654994547367096
arc,arc-validation-000019,test,retrieved,top,,arc-train-000896,0.6653491854667664
arc,arc-validation-000019,test,placebo,placebo,,arc-train-000704,0.0015342909609898925
arc,arc-validation-000020,test,retrieved,target_0.30,0.3,arc-train-000922,0.30003586411476135
arc,arc-validation-000020,test,retrieved,target_0.50,0.5,arc-train-000111,0.4987408220767975
arc,arc-validation-000020,test,retrieved,target_0.70,0.7,arc-train-000104,0.563292920589447
arc,arc-validation-000020,test,retrieved,top,,arc-train-000782,0.5853290557861328
arc,arc-validation-000020,test,placebo,placebo,,arc-train-000103,0.10052310675382614
arc,arc-validation-000021,calibration,retrieved,target_0.30,0.3,arc-train-001117,0.2998233437538147
arc,arc-validation-000021,calibration,retrieved,target_0.50,0.5,arc-train-000857,0.5056598782539368
arc,arc-validation-000021,calibration,retrieved,target_0.70,0.7,arc-train-000363,0.6554735898971558
arc,arc-validation-000021,calibration,retrieved,top,,arc-train-000649,0.682024359703064
arc,arc-validation-000021,calibration,placebo,placebo,,arc-train-000412,0.041156698018312454
arc,arc-validation-000022,test,retrieved,target_0.30,0.3,arc-train-000210,0.3007117211818695
arc,arc-validation-000022,test,retrieved,target_0.50,0.5,arc-train-000419,0.40648776292800903
arc,arc-validation-000022,test,retrieved,target_0.70,0.7,arc-train-000430,0.3930451273918152
arc,arc-validation-000022,test,retrieved,top,,arc-train-000601,0.45362797379493713
arc,arc-validation-000022,test,placebo,placebo,,arc-train-000971,-0.010223324410617352
arc,arc-validation-000023,calibration,retrieved,target_0.30,0.3,arc-train-001059,0.30060163140296936
arc,arc-validation-000023,calibration,retrieved,target_0.50,0.5,arc-train-000574,0.5321181416511536
arc,arc-validation-000023,calibration,retrieved,target_0.70,0.7,arc-train-000056,0.5434169769287109
arc,arc-validation-000023,calibration,retrieved,top,,arc-train-000254,0.5816972851753235
arc,arc-validation-000023,calibration,placebo,placebo,,arc-train-000211,0.007925593294203281
arc,arc-validation-000024,test,retrieved,target_0.30,0.3,arc-train-000964,0.30051374435424805
arc,arc-validation-000024,test,retrieved,target_0.50,0.5,arc-train-000281,0.5010657906532288
