model,dataset,val_uid,source_uid,analysis_split,depth,arm,level,requested_similarity,similarity,source_correct,baseline_correct,memory_correct,delta,baseline_eval_method,memory_eval_method,source_eval_method
phi4-mini,logiqa2,logiqa2-validation-000834,logiqa2-train-004588,calibration,simple,retrieved,top,,0.6237133145332336,False,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000834,logiqa2-train-003715,calibration,simple,placebo,placebo,,0.08336590230464935,False,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000835,logiqa2-train-007965,calibration,simple,retrieved,target_0.30,0.3,0.30000749230384827,False,True,False,-1.0,parser,judge_fallback,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000835,logiqa2-train-008997,calibration,simple,retrieved,target_0.50,0.5,0.4908106327056885,False,True,False,-1.0,parser,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000835,logiqa2-train-008989,calibration,simple,retrieved,top,,0.5461739897727966,True,True,False,-1.0,parser,judge_fallback,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000835,logiqa2-train-001663,calibration,simple,placebo,placebo,,0.0695643201470375,True,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000836,logiqa2-train-004095,calibration,simple,retrieved,target_0.30,0.3,0.3000054955482483,False,False,False,0.0,judge_fallback,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000836,logiqa2-train-000608,calibration,simple,retrieved,target_0.50,0.5,0.47379279136657715,False,False,False,0.0,judge_fallback,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000836,logiqa2-train-005658,calibration,simple,retrieved,target_0.70,0.7,0.4491582214832306,True,False,False,0.0,judge_fallback,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000836,logiqa2-train-008539,calibration,simple,retrieved,top,,0.5544179677963257,True,False,False,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000836,logiqa2-train-005216,calibration,simple,placebo,placebo,,0.02946797013282776,True,False,False,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000837,logiqa2-train-006273,calibration,simple,retrieved,target_0.30,0.3,0.3000013828277588,True,True,True,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000837,logiqa2-train-000945,calibration,simple,retrieved,target_0.50,0.5,0.5015751123428345,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000837,logiqa2-train-010558,calibration,simple,retrieved,target_0.70,0.7,0.5968590974807739,False,True,True,0.0,parser,judge_fallback,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000837,logiqa2-train-001848,calibration,simple,placebo,placebo,,0.09111950546503067,False,True,True,0.0,parser,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000838,logiqa2-train-003641,test,simple,retrieved,target_0.30,0.3,0.2998664379119873,False,False,True,1.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000838,logiqa2-train-011432,test,simple,retrieved,target_0.50,0.5,0.49984198808670044,False,False,False,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000838,logiqa2-train-007017,test,simple,retrieved,target_0.70,0.7,0.8129266500473022,True,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000838,logiqa2-train-002016,test,simple,retrieved,top,,0.8422001600265503,False,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000838,logiqa2-train-005764,test,simple,placebo,placebo,,-0.0418865941464901,False,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000839,logiqa2-train-012504,calibration,simple,retrieved,target_0.30,0.3,0.30000248551368713,False,True,False,-1.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000839,logiqa2-train-011906,calibration,simple,retrieved,target_0.50,0.5,0.49908891320228577,True,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000839,logiqa2-train-003353,calibration,simple,retrieved,target_0.70,0.7,0.7403855919837952,True,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000839,logiqa2-train-006430,calibration,simple,retrieved,top,,0.7412927150726318,False,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000839,logiqa2-train-001150,calibration,simple,placebo,placebo,,0.022110214456915855,False,True,False,-1.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000840,logiqa2-train-006347,calibration,simple,retrieved,target_0.30,0.3,0.30004289746284485,True,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000840,logiqa2-train-006719,calibration,simple,retrieved,target_0.50,0.5,0.46558329463005066,False,False,False,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000840,logiqa2-train-002616,calibration,simple,retrieved,target_0.70,0.7,0.4555133581161499,False,False,False,0.0,parser,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000840,logiqa2-train-007560,calibration,simple,retrieved,top,,0.5084092020988464,True,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000840,logiqa2-train-009223,calibration,simple,placebo,placebo,,0.04276227205991745,False,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000842,logiqa2-train-011272,test,simple,retrieved,target_0.30,0.3,0.29994699358940125,False,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000842,logiqa2-train-011946,test,simple,retrieved,target_0.50,0.5,0.5019864439964294,True,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000842,logiqa2-train-010569,test,simple,retrieved,target_0.70,0.7,0.666009247303009,False,False,True,1.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000842,logiqa2-train-011787,test,simple,retrieved,top,,0.7119775414466858,False,False,False,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000842,logiqa2-train-002815,test,simple,placebo,placebo,,-0.011126523837447166,False,False,False,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000843,logiqa2-train-008204,calibration,simple,retrieved,target_0.30,0.3,0.29999205470085144,False,True,True,0.0,judge_fallback,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000843,logiqa2-train-009534,calibration,simple,retrieved,target_0.50,0.5,0.49965590238571167,False,True,True,0.0,judge_fallback,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000843,logiqa2-train-003126,calibration,simple,retrieved,target_0.70,0.7,0.6589016318321228,False,True,True,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000843,logiqa2-train-010684,calibration,simple,retrieved,top,,0.9515256285667419,False,True,False,-1.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000843,logiqa2-train-009341,calibration,simple,placebo,placebo,,0.13820447027683258,True,True,True,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000844,logiqa2-train-000565,test,simple,retrieved,target_0.30,0.3,0.2999027371406555,True,,,,unresolved,unresolved,parser
phi4-mini,logiqa2,logiqa2-validation-000844,logiqa2-train-007224,test,simple,retrieved,target_0.50,0.5,0.43265634775161743,True,,True,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000844,logiqa2-train-000772,test,simple,retrieved,target_0.70,0.7,0.4218703508377075,False,,True,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000844,logiqa2-train-004304,test,simple,retrieved,top,,0.5644316673278809,False,,True,,unresolved,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000844,logiqa2-train-008832,test,simple,placebo,placebo,,-0.08419571816921234,True,,True,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000845,logiqa2-train-003537,test,simple,retrieved,target_0.30,0.3,0.30001288652420044,False,,True,,unresolved,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000845,logiqa2-train-007962,test,simple,retrieved,target_0.50,0.5,0.5003033876419067,False,,True,,unresolved,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000845,logiqa2-train-011497,test,simple,retrieved,target_0.70,0.7,0.6098600029945374,False,,True,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000845,logiqa2-train-001935,test,simple,retrieved,top,,0.6561460494995117,True,,True,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000845,logiqa2-train-002565,test,simple,placebo,placebo,,0.07526034861803055,True,,True,,unresolved,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000846,logiqa2-train-002608,calibration,simple,retrieved,target_0.30,0.3,0.29995813965797424,False,False,False,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000846,logiqa2-train-011212,calibration,simple,retrieved,target_0.50,0.5,0.49729907512664795,True,False,False,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000846,logiqa2-train-009730,calibration,simple,retrieved,target_0.70,0.7,0.5466188788414001,True,False,False,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000846,logiqa2-train-005670,calibration,simple,retrieved,top,,0.6497434377670288,False,False,False,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000846,logiqa2-train-011164,calibration,simple,placebo,placebo,,-0.009302077814936638,True,False,False,0.0,judge_fallback,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000847,logiqa2-train-001859,test,simple,retrieved,target_0.30,0.3,0.2999928593635559,True,,True,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000847,logiqa2-train-008488,test,simple,retrieved,target_0.50,0.5,0.4998258054256439,True,,True,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000847,logiqa2-train-011677,test,simple,retrieved,target_0.70,0.7,0.5938336849212646,False,,,,unresolved,unresolved,parser
phi4-mini,logiqa2,logiqa2-validation-000847,logiqa2-train-000394,test,simple,retrieved,top,,0.5958625674247742,False,,True,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000847,logiqa2-train-004522,test,simple,placebo,placebo,,-0.021834228187799454,False,,True,,unresolved,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000848,logiqa2-train-003083,calibration,simple,retrieved,target_0.30,0.3,0.3000125586986542,False,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000848,logiqa2-train-001366,calibration,simple,retrieved,target_0.50,0.5,0.4984365403652191,True,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000848,logiqa2-train-009486,calibration,simple,retrieved,target_0.70,0.7,0.5461845993995667,False,True,False,-1.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000848,logiqa2-train-006397,calibration,simple,retrieved,top,,0.5513430833816528,True,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000848,logiqa2-train-004318,calibration,simple,placebo,placebo,,0.07490833848714828,True,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000849,logiqa2-train-004789,test,simple,retrieved,target_0.30,0.3,0.2999955117702484,False,True,False,-1.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000849,logiqa2-train-005868,test,simple,retrieved,target_0.50,0.5,0.49993303418159485,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000849,logiqa2-train-005065,test,simple,retrieved,target_0.70,0.7,0.6429929137229919,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000849,logiqa2-train-001242,test,simple,retrieved,top,,0.6882359981536865,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000849,logiqa2-train-010938,test,simple,placebo,placebo,,0.055184707045555115,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000850,logiqa2-train-005169,calibration,simple,retrieved,target_0.30,0.3,0.2999786138534546,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000850,logiqa2-train-008828,calibration,simple,retrieved,target_0.50,0.5,0.501052975654602,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000850,logiqa2-train-010849,calibration,simple,retrieved,target_0.70,0.7,0.5483002662658691,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000850,logiqa2-train-007522,calibration,simple,retrieved,top,,0.577414333820343,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000850,logiqa2-train-001447,calibration,simple,placebo,placebo,,0.014065228402614594,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000851,logiqa2-train-010144,test,simple,retrieved,target_0.30,0.3,0.29999619722366333,False,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000851,logiqa2-train-000086,test,simple,retrieved,target_0.50,0.5,0.5021767020225525,True,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000851,logiqa2-train-004047,test,simple,retrieved,top,,0.6904180645942688,False,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000851,logiqa2-train-000576,test,simple,placebo,placebo,,0.07094843685626984,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000852,logiqa2-train-006011,calibration,simple,retrieved,target_0.30,0.3,0.30003899335861206,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000852,logiqa2-train-012410,calibration,simple,retrieved,target_0.50,0.5,0.49941545724868774,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000852,logiqa2-train-007752,calibration,simple,retrieved,target_0.70,0.7,0.6428031921386719,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000852,logiqa2-train-004527,calibration,simple,placebo,placebo,,-0.02736670896410942,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000853,logiqa2-train-012170,test,simple,retrieved,target_0.30,0.3,0.29999855160713196,False,True,False,-1.0,parser,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000853,logiqa2-train-003252,test,simple,retrieved,target_0.50,0.5,0.4845043122768402,False,True,False,-1.0,parser,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000853,logiqa2-train-003393,test,simple,retrieved,target_0.70,0.7,0.46818065643310547,True,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000853,logiqa2-train-001168,test,simple,retrieved,top,,0.48504722118377686,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000853,logiqa2-train-003191,test,simple,placebo,placebo,,0.06070025637745857,False,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000854,logiqa2-train-003537,calibration,simple,retrieved,target_0.30,0.3,0.300042062997818,False,False,False,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000854,logiqa2-train-005594,calibration,simple,retrieved,target_0.50,0.5,0.47907963395118713,True,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000854,logiqa2-train-004079,calibration,simple,retrieved,target_0.70,0.7,0.4734230637550354,False,False,False,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000855,logiqa2-train-001754,calibration,simple,retrieved,target_0.30,0.3,0.2999511957168579,True,False,True,1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000855,logiqa2-train-010473,calibration,simple,retrieved,target_0.50,0.5,0.5010159015655518,False,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000855,logiqa2-train-005900,calibration,simple,retrieved,target_0.70,0.7,0.6553733944892883,True,False,False,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000855,logiqa2-train-007624,calibration,simple,retrieved,top,,0.6771028637886047,False,False,False,0.0,parser,judge_fallback,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000855,logiqa2-train-004621,calibration,simple,placebo,placebo,,-0.006812816020101309,True,False,True,1.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000856,logiqa2-train-006122,calibration,simple,retrieved,target_0.30,0.3,0.2997037470340729,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000856,logiqa2-train-006819,calibration,simple,retrieved,target_0.70,0.7,0.5841450095176697,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000856,logiqa2-train-000553,calibration,simple,retrieved,top,,0.902683436870575,True,True,,,parser,unresolved,parser
phi4-mini,logiqa2,logiqa2-validation-000856,logiqa2-train-011004,calibration,simple,placebo,placebo,,0.04269111156463623,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000857,logiqa2-train-008897,test,simple,retrieved,target_0.30,0.3,0.3000108301639557,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000857,logiqa2-train-008135,test,simple,retrieved,target_0.50,0.5,0.5005514621734619,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000857,logiqa2-train-012206,test,simple,retrieved,target_0.70,0.7,0.6199772357940674,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000857,logiqa2-train-002501,test,simple,retrieved,top,,0.6492629647254944,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000858,logiqa2-train-004945,test,simple,retrieved,target_0.30,0.3,0.2999758720397949,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000858,logiqa2-train-004306,test,simple,retrieved,target_0.50,0.5,0.5016089081764221,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000858,logiqa2-train-007605,test,simple,retrieved,target_0.70,0.7,0.5604215860366821,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000858,logiqa2-train-010394,test,simple,placebo,placebo,,0.019715018570423126,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000859,logiqa2-train-010583,test,simple,retrieved,target_0.30,0.3,0.2999792993068695,False,,True,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000859,logiqa2-train-002171,test,simple,retrieved,target_0.50,0.5,0.49934303760528564,True,,True,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000859,logiqa2-train-000498,test,simple,retrieved,target_0.70,0.7,0.6223267912864685,False,,True,,unresolved,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000859,logiqa2-train-010327,test,simple,retrieved,top,,0.8332898020744324,False,,False,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000860,logiqa2-train-003758,test,simple,retrieved,target_0.30,0.3,0.3000892102718353,True,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000860,logiqa2-train-009188,test,simple,retrieved,target_0.50,0.5,0.49926266074180603,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000860,logiqa2-train-004045,test,simple,retrieved,top,,0.5780573487281799,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000860,logiqa2-train-004386,test,simple,placebo,placebo,,0.08967434614896774,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000861,logiqa2-train-007424,calibration,simple,retrieved,target_0.30,0.3,0.3000248968601227,True,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000861,logiqa2-train-002835,calibration,simple,retrieved,target_0.50,0.5,0.49962472915649414,True,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000861,logiqa2-train-009589,calibration,simple,retrieved,target_0.70,0.7,0.6228509545326233,True,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000861,logiqa2-train-007120,calibration,simple,retrieved,top,,0.6304731369018555,False,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000861,logiqa2-train-000927,calibration,simple,placebo,placebo,,0.10931383073329926,True,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000862,logiqa2-train-004478,calibration,simple,retrieved,target_0.30,0.3,0.3000035285949707,False,True,True,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000862,logiqa2-train-004457,calibration,simple,retrieved,target_0.50,0.5,0.49970513582229614,True,True,True,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000862,logiqa2-train-000359,calibration,simple,retrieved,top,,0.7487633228302002,True,True,False,-1.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000862,logiqa2-train-003083,calibration,simple,placebo,placebo,,0.11438991129398346,False,True,True,0.0,judge_fallback,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000863,logiqa2-train-001588,test,simple,retrieved,target_0.30,0.3,0.29996228218078613,False,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000863,logiqa2-train-002874,test,simple,retrieved,target_0.70,0.7,0.5574324727058411,True,False,True,1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000863,logiqa2-train-002427,test,simple,retrieved,top,,0.6426606774330139,False,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000863,logiqa2-train-012220,test,simple,placebo,placebo,,0.040022220462560654,False,False,False,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000864,logiqa2-train-012234,test,simple,retrieved,target_0.30,0.3,0.3000015318393707,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000864,logiqa2-train-000114,test,simple,retrieved,target_0.70,0.7,0.6487873196601868,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000864,logiqa2-train-004938,test,simple,retrieved,top,,0.7523255348205566,True,True,True,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000865,logiqa2-train-007923,calibration,simple,retrieved,target_0.30,0.3,0.29995492100715637,False,False,False,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000865,logiqa2-train-002391,calibration,simple,retrieved,target_0.50,0.5,0.4999014735221863,True,False,True,1.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000865,logiqa2-train-003547,calibration,simple,retrieved,top,,0.8686813116073608,False,False,False,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000865,logiqa2-train-000880,calibration,simple,placebo,placebo,,0.013858482241630554,True,False,False,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000866,logiqa2-train-011889,calibration,simple,retrieved,target_0.30,0.3,0.299985408782959,True,False,True,1.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000866,logiqa2-train-010573,calibration,simple,retrieved,target_0.50,0.5,0.5002897381782532,True,False,True,1.0,judge_fallback,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000866,logiqa2-train-011251,calibration,simple,retrieved,target_0.70,0.7,0.5773117542266846,False,False,True,1.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000866,logiqa2-train-010114,calibration,simple,retrieved,top,,0.5957393050193787,False,False,True,1.0,judge_fallback,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000866,logiqa2-train-005228,calibration,simple,placebo,placebo,,-0.01782967709004879,False,False,True,1.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000867,logiqa2-train-008675,calibration,simple,retrieved,target_0.30,0.3,0.2999732494354248,False,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000867,logiqa2-train-004306,calibration,simple,retrieved,target_0.50,0.5,0.5004507303237915,True,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000867,logiqa2-train-006476,calibration,simple,retrieved,target_0.70,0.7,0.6330928206443787,True,False,False,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000867,logiqa2-train-001467,calibration,simple,retrieved,top,,0.6802875399589539,False,False,True,1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000867,logiqa2-train-008332,calibration,simple,placebo,placebo,,0.004242767579853535,False,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000868,logiqa2-train-006271,test,simple,retrieved,target_0.30,0.3,0.3000481128692627,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000868,logiqa2-train-004505,test,simple,retrieved,target_0.50,0.5,0.5000075101852417,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000868,logiqa2-train-012433,test,simple,retrieved,target_0.70,0.7,0.6115304231643677,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000868,logiqa2-train-011511,test,simple,retrieved,top,,0.6255360841751099,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000868,logiqa2-train-004108,test,simple,placebo,placebo,,0.05833900719881058,False,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000869,logiqa2-train-011581,calibration,simple,retrieved,target_0.30,0.3,0.3000149428844452,True,,,,unresolved,unresolved,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000869,logiqa2-train-007703,calibration,simple,retrieved,target_0.50,0.5,0.501396656036377,True,,,,unresolved,unresolved,parser
phi4-mini,logiqa2,logiqa2-validation-000869,logiqa2-train-007526,calibration,simple,retrieved,target_0.70,0.7,0.514228880405426,True,,True,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000869,logiqa2-train-008959,calibration,simple,retrieved,top,,0.5487322807312012,False,,,,unresolved,unresolved,parser
phi4-mini,logiqa2,logiqa2-validation-000869,logiqa2-train-005320,calibration,simple,placebo,placebo,,0.020433703437447548,True,,True,,unresolved,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000870,logiqa2-train-011648,test,simple,retrieved,target_0.30,0.3,0.3000136911869049,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000870,logiqa2-train-008360,test,simple,retrieved,target_0.50,0.5,0.491892546415329,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000870,logiqa2-train-008141,test,simple,retrieved,target_0.70,0.7,0.5706951022148132,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000870,logiqa2-train-000939,test,simple,retrieved,top,,0.5729051232337952,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000871,logiqa2-train-011525,calibration,simple,retrieved,target_0.30,0.3,0.3000202476978302,False,False,False,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000871,logiqa2-train-003444,calibration,simple,retrieved,target_0.50,0.5,0.4999217987060547,False,False,False,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000871,logiqa2-train-009843,calibration,simple,retrieved,target_0.70,0.7,0.7105104923248291,False,False,False,0.0,judge_fallback,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000871,logiqa2-train-012298,calibration,simple,retrieved,top,,0.8482130169868469,False,False,False,0.0,judge_fallback,parser,judge_fallback
